metric,value
benchmark_duration_s,7122.562525033951
idle_duration_s,58.477421045303345
avg_power_w,59.83947770700637
avg_idle_power_w,34.199
total_energy_j,425685.2073250594
net_serving_energy_j,182212.7166591773
energy_per_request_j,44.48552652811946
energy_per_output_token_j,0.17377158800046663
avg_gpu_util,69.4247042766151
avg_mem_copy_util,50.74567788898999
