timestamp_epoch,power_w,gpu_util,mem_copy_util
1776628629.337583,34.041000,0,0
1776628630.955144,34.041000,0,0
1776628632.539815,34.041000,0,0
1776628634.128095,34.041000,0,0
1776628635.865004,34.041000,0,0
1776628637.460503,34.041000,0,0
1776628639.050253,34.041000,0,0
1776628640.653163,34.041000,0,0
1776628642.240722,34.041000,0,0
1776628643.903600,34.041000,0,0
1776628645.501475,34.041000,0,0
1776628647.091504,34.337000,0,0
1776628648.704180,34.337000,0,0
1776628650.325753,34.337000,0,0
1776628651.922690,34.337000,0,0
1776628653.646095,34.337000,0,0
1776628655.260814,34.337000,0,0
1776628656.877131,34.337000,0,0
1776628658.531590,34.337000,0,0
1776628660.124566,34.337000,0,0
1776628661.768682,34.337000,0,0
1776628663.560599,34.337000,0,0
1776628665.146435,34.337000,0,0
1776628666.744924,34.337000,0,0
1776628668.334948,34.337000,0,0
1776628669.925049,34.337000,0,0
1776628671.513522,34.337000,0,0
1776628673.196767,34.337000,0,0
1776628674.791013,34.337000,0,0
1776628676.388764,34.435000,0,0
1776628677.979449,34.435000,0,0
1776628679.572692,34.435000,0,0
1776628681.187312,34.435000,0,0
1776628682.773834,34.435000,0,0
1776628684.373117,34.435000,0,0
1776628685.968298,34.435000,0,0
1776628687.573395,34.435000,0,0
1776628689.177178,34.435000,0,0
1776628690.789744,34.435000,0,0
1776628692.426224,34.435000,0,0
1776628694.043870,34.435000,0,0
1776628695.701118,34.435000,0,0
1776628697.302853,34.435000,0,0
1776628698.919288,34.435000,0,0
1776628700.546757,34.435000,0,0
1776628702.167916,34.435000,0,0
1776628703.844606,34.435000,0,0
1776628705.450263,34.435000,0,0
1776628707.074892,34.140000,0,0
1776628708.684939,34.140000,0,0
1776628710.307812,34.140000,0,0
1776628711.914132,34.140000,0,0
1776628713.533767,34.140000,0,0
1776628715.127203,34.140000,0,0
1776628716.724852,34.140000,0,0
1776628718.333804,34.140000,0,0
1776628719.925929,34.140000,0,0
1776628721.510564,34.140000,0,0
1776628723.186631,34.140000,0,0
1776628724.789838,34.140000,0,0
