timestamp_epoch,power_w,gpu_util,mem_copy_util
1776608379.006109,35.223000,0,0
1776608380.122420,35.223000,0,0
1776608381.234962,35.223000,0,0
1776608382.322154,35.223000,0,0
1776608383.411779,35.223000,0,0
1776608384.513219,35.223000,0,0
1776608385.614441,35.223000,0,0
1776608386.720752,35.223000,0,0
1776608387.816910,35.223000,0,0
1776608388.914788,35.223000,0,0
1776608390.023787,35.223000,0,0
1776608391.159960,35.223000,0,0
1776608392.255435,35.223000,0,0
1776608393.356620,34.908000,0,0
1776608394.467559,34.908000,0,0
1776608395.569462,34.908000,0,0
1776608396.676063,34.908000,0,0
1776608397.768366,34.908000,0,0
1776608398.867477,34.908000,0,0
1776608399.964629,34.908000,0,0
1776608401.112287,34.908000,0,0
1776608402.197581,34.908000,0,0
1776608403.284863,34.908000,0,0
1776608404.376214,34.908000,0,0
1776608405.473287,34.908000,0,0
1776608406.563857,34.908000,0,0
1776608406.484271,34.908000,0,0
1776608407.569541,34.908000,0,0
1776608408.677905,34.908000,0,0
1776608409.771071,34.908000,0,0
1776608410.862676,34.908000,0,0
1776608411.947855,34.908000,0,0
1776608413.034421,34.908000,0,0
1776608414.134574,34.908000,0,0
1776608415.242149,34.908000,0,0
1776608416.352876,34.908000,0,0
1776608417.449517,34.908000,0,0
1776608418.546056,34.908000,0,0
1776608419.645334,34.908000,0,0
1776608420.755935,34.908000,0,0
1776608421.842270,34.908000,0,0
1776608422.933864,35.125000,0,0
1776608424.038060,35.125000,0,0
1776608425.139836,35.125000,0,0
1776608426.229108,35.125000,0,0
1776608427.315742,35.125000,0,0
1776608428.403348,35.125000,0,0
1776608429.501008,35.125000,0,0
1776608430.652744,35.125000,0,0
1776608431.747299,35.125000,0,0
1776608432.835187,35.125000,0,0
1776608433.951220,35.125000,0,0
1776608435.044768,35.125000,0,0
1776608436.133020,35.125000,0,0
1776608437.241941,35.125000,0,0
1776608437.539713,35.125000,0,0
1776608438.625485,35.125000,0,0
1776608439.724352,35.125000,0,0
1776608440.823792,35.125000,0,0
1776608441.922951,35.125000,0,0
1776608443.038667,35.125000,0,0
1776608444.135378,35.125000,0,0
1776608445.228925,35.125000,0,0
1776608446.320377,35.125000,0,0
1776608447.415658,35.125000,0,0
1776608448.519813,35.125000,0,0
1776608449.626182,35.125000,0,0
1776608450.738372,35.125000,0,0
1776608451.829627,35.125000,0,0
1776608452.917956,35.498000,0,0
1776608454.005276,35.498000,0,0
1776608455.115258,35.498000,0,0
1776608456.204078,35.498000,0,0
1776608457.309744,35.498000,0,0
1776608458.403864,35.498000,0,0
1776608459.491929,35.498000,0,0
1776608460.607894,35.498000,0,0
1776608461.700689,35.498000,0,0
1776608462.801222,35.498000,0,0
1776608463.898773,35.498000,0,0
1776608465.001444,35.498000,0,0
1776608466.089600,35.498000,0,0
1776608467.183569,35.498000,0,0
1776608468.275268,35.498000,0,0
1776608468.495091,35.498000,0,0
1776608469.591713,35.498000,0,0
1776608470.674750,35.498000,0,0
1776608471.787461,35.498000,0,0
1776608472.871330,35.498000,0,0
1776608473.966452,35.498000,0,0
1776608475.060998,35.498000,0,0
1776608476.144179,35.498000,0,0
1776608477.238370,35.498000,0,0
1776608478.348904,35.498000,0,0
1776608479.437420,35.498000,0,0
1776608480.534752,35.498000,0,0
1776608481.638639,35.498000,0,0
1776608482.745234,69.533000,98,100
1776608483.864039,69.533000,98,100
1776608484.948197,69.533000,98,100
1776608486.040054,69.533000,98,100
1776608487.148034,69.533000,98,100
1776608488.243369,69.533000,98,100
1776608489.333937,69.533000,98,100
1776608490.428861,69.533000,98,100
1776608491.537217,69.533000,98,100
1776608492.656790,69.533000,98,100
1776608493.749626,69.533000,98,100
1776608494.833165,69.533000,98,100
1776608495.945050,69.533000,98,100
1776608497.046740,69.533000,98,100
1776608498.156076,69.533000,98,100
1776608499.242671,69.533000,98,100
1776608500.328798,69.533000,98,100
1776608500.555367,69.533000,98,100
1776608501.644885,69.533000,98,100
1776608502.743311,69.533000,98,100
1776608503.854584,69.533000,98,100
1776608504.947941,69.533000,98,100
1776608506.036796,69.533000,98,100
1776608507.122647,69.533000,98,100
1776608508.236589,69.533000,98,100
1776608509.321716,69.533000,98,100
1776608510.413975,69.533000,98,100
1776608511.506804,69.533000,98,100
1776608512.596521,69.575000,98,100
1776608513.679614,69.575000,98,100
1776608514.771733,69.575000,98,100
1776608515.855371,69.575000,98,100
1776608516.950704,69.575000,98,100
1776608518.040892,69.575000,98,100
1776608519.129401,69.575000,98,100
1776608520.214574,69.575000,98,100
1776608521.331438,69.575000,98,100
1776608522.417543,69.575000,98,100
1776608523.502031,69.575000,98,100
1776608524.595643,69.575000,98,100
1776608525.698609,69.575000,98,100
1776608526.812325,69.575000,98,100
1776608527.905840,69.575000,98,100
1776608529.008757,69.575000,98,100
1776608530.097808,69.575000,98,100
1776608531.184869,69.575000,98,100
1776608531.452916,69.575000,98,100
