metric,value
benchmark_duration_s,4028.0496459007263
idle_duration_s,9.908679008483887
avg_power_w,68.34562963944856
avg_idle_power_w,35.223
total_energy_j,275340.7091668126
net_serving_energy_j,133465.2007003514
energy_per_request_j,32.584277514734225
energy_per_output_token_j,0.12728233404193057
avg_gpu_util,96.38096500530223
avg_mem_copy_util,74.44379639448569
