timestamp_epoch,power_w,gpu_util,mem_copy_util
1776619915.253525,34.199000,0,0
1776619916.881619,34.199000,0,0
1776619918.498945,34.199000,0,0
1776619920.117114,34.199000,0,0
1776619921.705763,34.199000,0,0
1776619923.376496,34.199000,0,0
1776619924.982419,34.199000,0,0
1776619926.587516,34.199000,0,0
1776619928.177479,34.199000,0,0
1776619929.770251,34.199000,0,0
1776619931.379718,34.199000,0,0
1776619933.099322,34.199000,0,0
1776619934.701597,34.199000,0,0
1776619936.345042,34.199000,0,0
1776619938.071499,34.199000,0,0
1776619939.757525,34.199000,0,0
1776619941.408447,34.199000,0,0
1776619943.130742,34.199000,0,0
1776619944.717473,34.199000,0,0
1776619946.340432,34.199000,0,0
1776619947.963995,34.199000,0,0
1776619949.589880,34.199000,0,0
1776619951.203035,34.199000,0,0
1776619952.808429,34.199000,0,0
1776619954.406353,34.199000,0,0
1776619955.994305,34.199000,0,0
1776619957.616430,34.199000,0,0
1776619959.209877,34.199000,0,0
1776619960.801322,34.199000,0,0
1776619962.391960,34.199000,0,0
1776619963.997903,34.199000,0,0
1776619965.690520,34.199000,0,0
1776619967.283487,34.199000,0,0
1776619968.892754,34.199000,0,0
1776619970.483539,34.199000,0,0
1776619972.073774,34.199000,0,0
1776619973.730946,34.199000,0,0
1776619975.318143,34.199000,0,0
1776619976.912619,34.199000,0,0
1776619978.520999,34.199000,0,0
1776619980.141266,34.199000,0,0
1776619981.734573,34.199000,0,0
1776619983.347506,34.199000,0,0
1776619984.950431,34.199000,0,0
1776619986.587276,34.199000,0,0
1776619988.175983,34.199000,0,0
1776619989.774874,34.199000,0,0
1776619991.363584,34.199000,0,0
1776619993.056934,34.199000,0,0
1776619994.664886,34.199000,0,0
1776619996.280145,34.199000,0,0
1776619997.878715,34.199000,0,0
1776619999.473652,34.199000,0,0
1776620001.068392,34.199000,0,0
1776620002.671869,34.199000,0,0
1776620004.262459,34.199000,0,0
1776620005.867776,34.199000,0,0
1776620007.468708,34.297000,0,0
1776620009.083502,34.297000,0,0
1776620010.733297,34.297000,0,0
1776620012.364183,34.297000,0,0
1776620013.968559,34.297000,0,0
1776620015.618851,34.297000,0,0
1776620017.303001,34.297000,0,0
1776620018.980882,34.297000,0,0
1776620020.600872,34.297000,0,0
1776620022.315176,34.297000,0,0
1776620023.947828,34.297000,0,0
1776620025.607987,34.297000,0,0
1776620027.230189,34.297000,0,0
1776620028.830131,34.297000,0,0
1776620030.437135,34.297000,0,0
1776620032.071727,34.297000,0,0
1776620033.687885,34.297000,0,0
1776620035.305223,34.297000,0,0
1776620036.914718,34.297000,0,0
1776620038.522214,34.297000,0,0
1776620040.133985,34.297000,0,0
1776620041.740712,34.297000,0,0
1776620043.382235,34.297000,0,0
1776620045.035290,34.297000,0,0
1776620046.653180,34.297000,0,0
1776620048.261549,34.297000,0,0
1776620049.882264,34.297000,0,0
1776620051.492496,34.297000,0,0
1776620053.454350,34.297000,0,0
1776620055.062563,34.297000,0,0
1776620056.686126,34.297000,0,0
1776620058.318325,34.297000,0,0
1776620059.943419,34.297000,0,0
1776620061.553372,34.297000,0,0
1776620063.285438,34.297000,0,0
1776620064.896086,34.297000,0,0
1776620066.613478,34.297000,0,0
1776620068.223492,34.297000,0,0
1776620069.839298,34.297000,0,0
1776620071.442976,34.297000,0,0
1776620073.237495,34.297000,0,0
1776620074.863840,34.297000,0,0
1776620076.593687,34.297000,0,0
1776620078.204922,34.297000,0,0
1776620079.811883,34.297000,0,0
1776620081.419140,34.297000,0,0
1776620083.159171,34.297000,0,0
1776620084.760600,34.297000,0,0
1776620086.369971,34.297000,0,0
1776620087.989598,34.297000,0,0
1776620089.635772,34.297000,0,0
1776620091.239327,34.297000,0,0
1776620093.050689,34.297000,0,0
1776620094.676477,34.297000,0,0
1776620096.307910,34.297000,0,0
1776620097.966933,34.297000,0,0
1776620099.588417,34.297000,0,0
1776620101.231637,34.297000,0,0
1776620102.847547,34.297000,0,0
1776620104.532927,34.297000,0,0
1776620106.194249,34.297000,0,0
1776620107.825893,34.297000,0,0
1776620109.437236,34.297000,0,0
1776620111.044685,34.297000,0,0
1776620112.667681,34.297000,0,0
1776620114.272811,34.297000,0,0
1776620115.951356,34.297000,0,0
1776620117.556629,34.297000,0,0
1776620119.213832,34.297000,0,0
1776620120.816840,34.297000,0,0
1776620122.457043,34.297000,0,0
1776620124.065029,34.297000,0,0
1776620125.669593,34.297000,0,0
1776620127.309635,34.396000,0,0
1776620128.922637,34.396000,0,0
1776620130.540619,34.396000,0,0
1776620132.146504,34.396000,0,0
1776620133.792187,34.396000,0,0
1776620135.413672,34.396000,0,0
1776620137.052491,34.396000,0,0
1776620138.732992,34.396000,0,0
1776620140.346372,34.396000,0,0
1776620142.096162,34.396000,0,0
1776620143.737467,34.396000,0,0
1776620145.348505,34.396000,0,0
1776620146.964836,34.396000,0,0
1776620148.575588,34.396000,0,0
1776620150.178165,34.396000,0,0
1776620151.790139,34.396000,0,0
1776620153.468704,34.396000,0,0
1776620155.082207,34.396000,0,0
1776620156.735513,34.297000,0,0
1776620158.357778,34.297000,0,0
1776620159.984984,34.297000,0,0
1776620161.590807,34.297000,0,0
1776620163.256190,34.297000,0,0
1776620164.883438,34.297000,0,0
1776620166.589096,34.297000,0,0
1776620168.194293,34.297000,0,0
1776620169.798780,34.297000,0,0
1776620171.538175,34.297000,0,0
1776620173.236826,34.297000,0,0
1776620174.893398,34.297000,0,0
1776620176.619666,34.297000,0,0
1776620178.291215,34.297000,0,0
1776620179.905804,34.297000,0,0
1776620181.637811,34.297000,0,0
1776620183.299596,34.297000,0,0
1776620184.968035,34.297000,0,0
1776620186.637691,34.199000,0,0
1776620188.245514,34.199000,0,0
1776620189.848396,34.199000,0,0
1776620191.459842,34.199000,0,0
1776620193.295695,34.199000,0,0
1776620194.899595,34.199000,0,0
1776620196.594426,34.199000,0,0
1776620198.203013,34.199000,0,0
1776620199.818894,34.199000,0,0
1776620201.434839,34.199000,0,0
1776620203.134892,34.199000,0,0
1776620204.741913,34.199000,0,0
1776620206.346830,34.199000,0,0
1776620207.957244,34.199000,0,0
1776620209.582798,34.199000,0,0
1776620211.195546,34.199000,0,0
1776620212.801230,34.199000,0,0
1776620214.428054,34.199000,0,0
1776620216.052976,34.101000,0,0
1776620217.672311,34.101000,0,0
1776620219.287974,34.101000,0,0
1776620220.943996,34.101000,0,0
1776620222.554420,34.101000,0,0
1776620224.162039,34.101000,0,0
1776620225.774876,34.101000,0,0
1776620227.380425,34.101000,0,0
1776620229.011934,34.101000,0,0
1776620230.654315,34.101000,0,0
1776620232.256953,34.101000,0,0
1776620233.859465,34.101000,0,0
1776620235.474489,34.101000,0,0
1776620237.114632,34.101000,0,0
1776620238.724329,34.101000,0,0
1776620240.325739,34.101000,0,0
1776620241.937237,34.101000,0,0
1776620243.641969,34.101000,0,0
1776620245.278261,34.101000,0,0
1776620246.886378,34.199000,0,0
1776620248.552053,34.199000,0,0
1776620250.200694,34.199000,0,0
1776620251.870133,34.199000,0,0
1776620253.636197,34.199000,0,0
1776620255.317039,34.199000,0,0
1776620256.986446,34.199000,0,0
1776620258.731853,34.199000,0,0
1776620260.408445,34.199000,0,0
1776620262.088814,34.199000,0,0
1776620263.727056,34.199000,0,0
1776620265.369428,34.199000,0,0
1776620267.046711,34.199000,0,0
1776620268.720362,34.199000,0,0
1776620270.331231,34.199000,0,0
1776620271.944349,34.199000,0,0
1776620273.564162,34.199000,0,0
1776620275.179363,34.199000,0,0
1776620276.790853,34.297000,0,0
1776620278.426667,34.297000,0,0
1776620280.034407,34.297000,0,0
1776620281.651494,34.297000,0,0
1776620283.278107,34.297000,0,0
1776620284.878943,34.297000,0,0
1776620286.599831,34.297000,0,0
1776620288.199717,34.297000,0,0
1776620289.826392,34.297000,0,0
1776620291.440247,34.297000,0,0
1776620293.182324,34.297000,0,0
1776620294.799215,34.297000,0,0
1776620296.478362,34.297000,0,0
1776620298.087731,34.297000,0,0
1776620299.780649,34.297000,0,0
1776620301.386317,34.297000,0,0
1776620303.106913,34.297000,0,0
1776620304.723819,34.297000,0,0
1776620306.339536,34.396000,0,0
1776620307.945163,34.396000,0,0
1776620309.553008,34.396000,0,0
1776620311.189408,34.396000,0,0
1776620312.796988,34.396000,0,0
1776620314.448625,34.396000,0,0
1776620316.062725,34.396000,0,0
1776620317.692139,34.396000,0,0
1776620319.313999,34.396000,0,0
1776620320.911566,34.396000,0,0
1776620322.512909,34.396000,0,0
1776620324.119269,34.396000,0,0
1776620325.823235,34.396000,0,0
1776620327.434117,34.396000,0,0
1776620329.045519,34.396000,0,0
1776620330.673944,34.396000,0,0
1776620332.287027,34.396000,0,0
1776620333.935647,34.396000,0,0
1776620335.559484,34.396000,0,0
1776620337.202501,34.002000,0,0
1776620338.830266,34.002000,0,0
1776620340.525903,34.002000,0,0
1776620342.195059,34.002000,0,0
1776620343.833677,34.002000,0,0
1776620345.448548,34.002000,0,0
1776620347.080573,34.002000,0,0
1776620348.734852,34.002000,0,0
1776620350.400383,34.002000,0,0
1776620352.010975,34.002000,0,0
1776620353.619550,34.002000,0,0
1776620355.225368,34.002000,0,0
1776620356.855053,34.002000,0,0
1776620358.465657,34.002000,0,0
1776620360.076041,34.002000,0,0
1776620361.693527,34.002000,0,0
1776620363.415912,34.002000,0,0
1776620365.061039,34.002000,0,0
1776620366.671646,34.199000,0,0
1776620368.278273,34.199000,0,0
1776620369.879601,34.199000,0,0
1776620371.495725,34.199000,0,0
1776620373.220236,34.199000,0,0
1776620374.823416,34.199000,0,0
1776620376.592360,34.199000,0,0
1776620378.207471,34.199000,0,0
1776620379.823184,34.199000,0,0
1776620381.430988,34.199000,0,0
1776620383.074395,34.199000,0,0
1776620384.683300,34.199000,0,0
1776620386.361166,34.199000,0,0
1776620387.981301,34.199000,0,0
1776620389.593931,34.199000,0,0
1776620391.196728,34.199000,0,0
1776620392.833176,34.199000,0,0
1776620394.467850,34.199000,0,0
1776620396.069929,34.396000,0,0
1776620397.675779,34.396000,0,0
1776620399.277426,34.396000,0,0
1776620400.908586,34.396000,0,0
1776620402.513624,34.396000,0,0
1776620404.119617,34.396000,0,0
1776620405.726423,34.396000,0,0
1776620407.344008,34.396000,0,0
1776620409.001438,34.396000,0,0
1776620410.607513,34.396000,0,0
1776620412.217687,34.396000,0,0
1776620413.845731,34.396000,0,0
1776620415.486181,34.396000,0,0
1776620417.181878,34.396000,0,0
1776620418.824384,34.396000,0,0
1776620420.483837,34.396000,0,0
1776620422.180267,34.396000,0,0
