timestamp_epoch,power_w,gpu_util,mem_copy_util
1776576983.646326,35.637000,0,0
1776576985.708732,35.637000,0,0
1776576988.069319,35.637000,0,0
1776576990.129447,35.637000,0,0
1776576992.140171,35.637000,0,0
1776576994.208630,35.637000,0,0
1776576996.274602,35.637000,0,0
1776576998.857392,35.637000,0,0
1776577001.437098,35.637000,0,0
1776577003.849855,35.637000,0,0
1776577005.858895,34.858000,0,0
1776577008.055847,34.858000,0,0
1776577010.062330,34.858000,0,0
1776577012.084766,34.858000,0,0
1776577014.287758,34.858000,0,0
1776577016.302640,34.858000,0,0
1776577018.362570,34.858000,0,0
1776577020.947455,34.858000,0,0
1776577022.957782,34.858000,0,0
1776577024.971953,34.858000,0,0
1776577027.172003,34.858000,0,0
1776577029.372957,34.858000,0,0
1776577031.390381,34.858000,0,0
1776577033.503144,34.858000,0,0
1776577036.302565,34.663000,0,0
1776577038.496574,34.663000,0,0
1776577040.507385,34.663000,0,0
1776577042.721679,34.663000,0,0
1776577044.932905,34.663000,0,0
1776577046.944054,34.663000,0,0
1776577049.526685,34.663000,0,0
1776577051.722070,34.663000,0,0
1776577053.730011,34.663000,0,0
1776577055.757310,34.663000,0,0
1776577057.764262,34.663000,0,0
1776577059.960788,34.663000,0,0
1776577062.165183,34.663000,0,0
1776577064.212444,34.663000,0,0
1776577066.614980,34.371000,0,0
1776577068.620719,34.371000,0,0
1776577070.625267,34.371000,0,0
1776577073.256314,34.371000,0,0
1776577075.273021,34.371000,0,0
1776577077.176565,34.371000,0,0
1776577079.380323,34.371000,0,0
1776577081.398241,34.371000,0,0
1776577083.408587,34.371000,0,0
1776577085.609113,34.371000,0,0
1776577087.617939,34.371000,0,0
1776577089.815476,34.371000,0,0
1776577092.595387,34.371000,0,0
1776577094.602023,34.371000,0,0
1776577096.611340,33.690000,0,0
1776577098.624943,33.690000,0,0
1776577100.685196,33.690000,0,0
1776577102.742320,33.690000,0,0
1776577104.939089,33.690000,0,0
1776577106.946197,33.690000,0,0
1776577109.348214,33.690000,0,0
1776577111.354996,33.690000,0,0
1776577113.368310,33.690000,0,0
1776577115.568300,33.690000,0,0
1776577117.762878,33.690000,0,0
1776577119.778325,33.690000,0,0
1776577121.995517,33.690000,0,0
1776577124.005199,33.690000,0,0
1776577126.203216,33.495000,0,0
1776577128.777499,33.495000,0,0
1776577130.791954,33.495000,0,0
1776577132.981224,33.495000,0,0
1776577135.003936,33.495000,0,0
1776577137.300201,33.495000,0,0
1776577139.308093,33.495000,0,0
1776577141.306368,33.495000,0,0
1776577143.502284,33.495000,0,0
1776577145.507151,33.495000,0,0
1776577147.513397,33.495000,0,0
1776577149.704518,33.495000,0,0
1776577151.709795,33.495000,0,0
1776577154.286772,33.495000,0,0
1776577156.350227,33.222000,0,0
1776577158.412608,33.222000,0,0
1776577160.413360,33.222000,0,0
1776577162.469067,33.222000,0,0
1776577164.525690,33.222000,0,0
1776577166.751354,33.222000,0,0
1776577169.335296,33.222000,0,0
1776577171.522028,33.222000,0,0
1776577173.532389,33.222000,0,0
1776577175.539706,33.222000,0,0
1776577177.548599,33.222000,0,0
1776577179.602515,33.222000,0,0
1776577181.657481,33.222000,0,0
1776577183.860268,33.222000,0,0
1776577185.876735,33.417000,0,0
1776577187.883067,33.417000,0,0
1776577190.074644,33.417000,0,0
1776577192.079056,33.417000,0,0
1776577194.702247,33.417000,0,0
1776577196.723736,33.417000,0,0
1776577198.918269,33.417000,0,0
1776577200.923770,33.417000,0,0
